,date,Italy,USA,Spain,Germany,France,Switzerland,UK,Netherlands
16,03/02/2020,3.3664021164021167e-05,3.0562347188264057e-07,2.571795970852979e-06,1.9929943229858678e-06,2.855434295111377e-06,3.5046728971962617e-06,5.869957856712824e-07,1.0477299185098952e-06
17,03/03/2020,4.136904761904762e-05,3.789731051344743e-07,3.5362194599228463e-06,2.4519869549462496e-06,3.169382568395874e-06,6.7757009345794396e-06,7.676098735701385e-07,1.338766006984866e-06
18,03/04/2020,5.1074735449735447e-05,4.828850855745722e-07,4.88641234462066e-06,3.1646334098321054e-06,4.260726566003887e-06,1.0864485981308411e-05,1.3094521372667068e-06,2.2118742724097787e-06
19,03/05/2020,6.378968253968254e-05,6.754278728606357e-07,6.043720531504501e-06,6.582920642589685e-06,6.323815219016296e-06,1.4018691588785047e-05,1.7459361830222756e-06,4.772991850989523e-06
20,03/06/2020,7.665343915343916e-05,9.749388753056235e-07,8.594084869267038e-06,8.092764826669887e-06,9.76229630737031e-06,2.5e-05,2.4683925346177002e-06,7.450523864959255e-06
21,03/07/2020,9.72718253968254e-05,1.3294621026894866e-06,1.1251607372481783e-05,9.6630027781133e-06,1.4187471968904171e-05,3.130841121495327e-05,3.1456953642384105e-06,1.0942956926658906e-05
22,03/08/2020,0.00012194113756613756,1.6534229828850855e-06,1.4444920702957565e-05,1.2561903611547289e-05,1.8074450590521753e-05,3.8785046728971965e-05,4.184226369656833e-06,1.5424912689173458e-05
23,03/09/2020,0.00015165343915343917,2.1515892420537896e-06,2.6382340334333475e-05,1.4784394250513347e-05,2.1109283898938555e-05,4.369158878504673e-05,4.831426851294401e-06,1.8684516880093132e-05
24,03/10/2020,0.0001678075396825397,3.0378973105134476e-06,3.632661808829833e-05,1.890324918468414e-05,2.6670653311406788e-05,5.80607476635514e-05,5.7645996387718245e-06,2.2235157159487775e-05
25,03/11/2020,0.0002060515873015873,3.976161369193154e-06,4.8799828546935276e-05,2.3746829327213432e-05,3.4100762445806545e-05,7.616822429906543e-05,6.923540036122818e-06,2.927823050058207e-05
26,03/12/2020,0.00024988425925925927,4.9816625916870416e-06,6.742391770252893e-05,3.315617828240126e-05,4.299596352220063e-05,0.00010140186915887851,8.880192655027092e-06,3.573923166472643e-05
27,03/13/2020,0.0002919973544973545,6.671760391198044e-06,0.00011213030432918989,4.438941901195797e-05,5.4731648975930634e-05,0.0001330607476635514,1.2010836845273931e-05,4.679860302677532e-05
28,03/14/2020,0.0003498181216931217,8.465770171149144e-06,0.00013696956708101157,5.555018722067883e-05,6.725968007175961e-05,0.00016063084112149533,1.7158338350391332e-05,5.582072176949942e-05
29,03/15/2020,0.00040917658730158733,1.1042176039119805e-05,0.00017119588512644663,7.021379393646575e-05,8.107340409627746e-05,0.00025899532710280376,2.0936183022275738e-05,6.60651920838184e-05
30,03/16/2020,0.00046263227513227513,1.4046454767726161e-05,0.0002130732961851693,8.783669525304989e-05,9.916280460457467e-05,0.00027488317757009347,2.322396146899458e-05,8.224679860302678e-05
31,03/17/2020,0.0005209325396825396,1.938875305623472e-05,0.0002534504929275611,0.00011314168377823409,0.00011556286440424578,0.0003203271028037383,2.9349789283564118e-05,9.924330616996507e-05
32,03/18/2020,0.0005904927248677248,2.8108190709046454e-05,0.0003165237891127304,0.0001488947940572533,0.00013655254896098072,0.0003639018691588785,3.9524382901866345e-05,0.00011938300349243306
33,03/19/2020,0.0006784887566137567,4.2111858190709045e-05,0.0003874196313759108,0.00018504650320086966,0.00016437434594109734,0.0004932242990654205,4.920228777844672e-05,0.0001431897555296857
34,03/20/2020,0.0007774636243386244,5.9190097799511003e-05,0.0004623017573939134,0.00023973909892499094,0.00018854836298400358,0.0006559579439252336,5.994882600842866e-05,0.00017427240977881258
35,03/21/2020,0.0008858796296296296,7.393643031784842e-05,0.0005464209172738963,0.00027012924266215727,0.00021616086111526386,0.0008017523364485981,7.5526791089705e-05,0.00021135040745052386
36,03/22/2020,0.0009778108465608466,0.00010266503667481662,0.0006165452207458208,0.0003004348351250151,0.0002394677829271939,0.0008731308411214953,8.553582179409993e-05,0.00024470314318975555
37,03/23/2020,0.0010569940476190477,0.00013380501222493889,0.0007530218602657523,0.000350960260901075,0.00029684556734937956,0.0010274532710280375,0.00010009030704394943,0.00027642607683352736
38,03/24/2020,0.0011437830687830689,0.0001676528117359413,0.0009013716245177883,0.0003984901558159198,0.00033344296606368666,0.001153855140186916,0.00012156833232992173,0.0003236321303841676
39,03/25/2020,0.0012299272486772487,0.00020846882640586798,0.0010611873124732104,0.0003984901558159198,0.00037723127522798624,0.0012730140186915887,0.00014342263696568333,0.0003732246798603027
40,03/26/2020,0.0013324900793650794,0.000261109413202934,0.0012384483497642521,0.0005307162700809277,0.00037723127522798624,0.0013797897196261683,0.0001754665863937387,0.00043253783469150177
41,03/27/2020,0.001430191798941799,0.00031823349633251834,0.0012384483497642521,0.000614458267906752,0.0004928090895500075,0.0015102803738317758,0.00021888922335942205,0.000500756693830035
42,03/28/2020,0.0015289682539682539,0.00037768337408312957,0.0015695456493784827,0.000614458267906752,0.0005617431604126177,0.001644392523364486,0.0002572095123419627,0.0005682188591385332
43,03/29/2020,0.0016152281746031746,0.0004385421760391198,0.0017168881268752679,0.0007541369730643798,0.0006005979967110181,0.0017323598130841121,0.00029382901866345577,0.0006324796274738068
44,03/30/2020,0.0016821924603174603,0.0005005745721271393,0.0018850407201028718,0.000807887426017635,0.0006660188368963971,0.0018600467289719626,0.0003332480433473811,0.0006839348079161816
45,03/31/2020,0.0017492063492063493,0.0005761919315403422,0.002055786540934419,0.0008673511293634497,0.0007793093137987741,0.0019398364485981308,0.0003785370258880193,0.0007331199068684517
46,04/01/2020,0.0018282738095238096,0.0006570996332518337,0.002231418774110587,0.0009419132745500664,0.0008519808641052474,0.002075700934579439,0.00044361830222757376,0.0007924330616996508
47,04/02/2020,0.0019054563492063492,0.0007484015892420538,0.0024017359622803256,0.0010242058219591737,0.0008836148901181043,0.0021994158878504673,0.0005074954846478025,0.0008554714784633294
48,04/03/2020,0.0019812665343915343,0.0008470690709046454,0.0025546292327475353,0.0011010870878125378,0.001143070713111078,0.0022904205607476636,0.000574473208910295,0.0009151920838183935
49,04/04/2020,0.0020607142857142855,0.0009515800733496333,0.002703986283754822,0.001160671578693079,0.0012411272238002692,0.002395443925233645,0.000630689343768814,0.0009678114086146682
50,04/05/2020,0.0021320767195767195,0.0010289517114914425,0.0028213887698242605,0.0012093610339412972,0.0013113918373448947,0.0024649532710280374,0.0007195364238410596,0.001039057043073341
51,04/06/2020,0.002191583994708995,0.0011376894865525672,0.0029291684526360907,0.0012486411402343278,0.0013522499626252055,0.0025300233644859815,0.0007767609873570139,0.0010944703143189755
52,04/07/2020,0.0022418320105820106,0.0012235177261613692,0.0030420488641234463,0.0013004348351250152,0.0014827328449693526,0.0025996495327102803,0.0008314569536423841,0.001139697322467986
53,04/08/2020,0.0023052579365079365,0.0013292389975550123,0.003176596656665238,0.0013684744534364053,0.0015407534758558829,0.0027196261682242992,0.0009141029500301023,0.0011961001164144355
54,04/09/2020,0.0023747685185185187,0.0014320476772616136,0.0032837976853836263,0.0014281314168377824,0.001610046344745104,0.002809696261682243,0.0009794852498494883,0.0012667054714784634
55,04/10/2020,0.0024400958994708994,0.0015369070904645476,0.0033920488641234463,0.0014756733905060997,0.0017031992824039469,0.002868107476635514,0.001110144491270319,0.0013444121071012807
56,04/11/2020,0.002517708333333333,0.0016286033007334964,0.003493934847835405,0.0015153037806498368,0.0017667513828673943,0.002933060747663551,0.001188907284768212,0.001421012805587893
57,04/12/2020,0.0025853670634920635,0.001712408312958435,0.0035754607801114445,0.001544316946491122,0.0018034534310061294,0.0029690420560747662,0.001268497892835641,0.0014893480791618161
58,04/13/2020,0.0026375,0.0017938294621026895,0.003645499357051007,0.0015711076216934413,0.001858244879653162,0.0030009345794392525,0.0013338500903070439,0.0015454598370197904
59,04/14/2020,0.0026866402116402116,0.001876179706601467,0.003730390055722246,0.001596931996617949,0.00194727164000598,0.0030299065420560747,0.0014128988561107766,0.0015959837019790455
64,04/15/2020,0.002730737433862434,0.0019804492665036677,0.0038718174024860693,0.0016276482666988767,0.0019979668111825386,0.0030766355140186916,0.0014821794099939794,0.0016387077997671712
60,04/16/2020,0.00279333664021164,0.002070812958435208,0.003963737676810973,0.0016632201956758063,0.002104529825085962,0.003122897196261682,0.0015516706803130643,0.00170046565774156
61,04/17/2020,0.00285109126984127,0.002169116748166259,0.004089991427346764,0.0017078995047711076,0.002139572432351622,0.003163317757009346,0.0016359422034918723,0.0017723515715948777
62,04/18/2020,0.002908812830687831,0.002257921760391198,0.004166652378911273,0.0017360067641019447,0.00219437883091643,0.0032014018691588785,0.001719099939795304,0.001838707799767171
63,04/19/2020,0.002959193121693122,0.002336907090464548,0.004257908272610373,0.0017603816886097355,0.00221025564359396,0.0032406542056074767,0.0018071493076459964,0.0019007566938300348
64,04/20/2020,0.002996494708994709,0.0024228575794621025,0.004290827261037291,0.0017763618794540404,0.0022466437434594108,0.0032644859813084114,0.001877528597230584,0.0019444121071012805
65,04/21/2020,0.0030416170634920635,0.002502273838630807,0.0043758679811401625,0.001793127189274067,0.002295275825982957,0.0032783878504672897,0.0019422636965683324,0.0019868451688009312
66,04/22/2020,0.0030973379629629628,0.0025877658924205378,0.004466116588084012,0.0018196400531465154,0.002331349977575123,0.0033023364485981308,0.0020092564720048164,0.0020280558789289873
68,04/23/2020,0.003141087962962963,0.002709174816625917,0.004565452207458208,0.0018496074405121392,0.002364822843474361,0.0033289719626168226,0.002078236002408188,0.002079685681024447
69,04/24/2020,0.00319103835978836,0.002827726161369193,0.004709901414487784,0.001872194709505979,0.0023894154582149796,0.0033501168224299065,0.002159301625526791,0.0021266006984866125
70,04/25/2020,0.0032300099206349206,0.0029359749388753057,0.004795520788684097,0.0018904819422635585,0.0024142323217222306,0.0033754672897196264,0.002233248043347381,0.0021647264260768336
71,04/28/2020,0.0032971891534391536,0.003087885085574572,0.004916888126875268,0.0019175987438096388,0.0024409179249514127,0.0034070093457943926,0.0023652769416014447,0.0022261350407450525
72,04/29/2020,0.003366253306878307,0.003252426650366748,0.005077132447492499,0.0019511897572170552,0.002487965316190761,0.0034353971962616824,0.002486770018061409,0.002258556461001164
73,05/01/2020,0.0034296957671957674,0.0034566931540342296,0.005207629661380197,0.0019818456335306198,0.0025018089400508296,0.003470210280373832,0.002670891029500301,0.0023161233993015135
74,05/02/2020,0.003461111111111111,0.0035475977995110025,0.005262901843120445,0.0019925957241212705,0.0025175063537150547,0.0034832943925233646,0.002743226971703793,0.002342025611175786
